Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2009-07-01,5.125,5.892857074737549,4.800714015960693,5.835357189178467,4.933516979217529,10942136800,0.0,0.0
2009-08-01,5.900356769561768,6.1603569984436035,5.693571090698242,6.007500171661377,5.079057216644287,8165124800,0.0,0.0
2009-09-01,5.999642848968506,6.746428966522217,5.8610711097717285,6.619643211364746,5.596595287322998,9989319200,0.0,0.0
2009-10-01,6.619643211364746,7.4539289474487305,6.45357084274292,6.732142925262451,5.691707134246826,12956176800,0.0,0.0
2009-11-01,6.778571128845215,7.4285712242126465,6.627500057220459,7.13964319229126,6.036230087280273,8454784800,0.0,0.0
2009-12-01,7.2228569984436035,7.64107084274292,6.7385711669921875,7.526071071624756,6.362936496734619,11393958800,0.0,0.0
2010-01-01,7.622499942779541,7.699643135070801,6.794642925262451,6.859285831451416,5.799201965332031,15168994400,0.0,0.0
2010-02-01,6.870357036590576,7.327499866485596,6.816071033477783,7.307857036590576,6.178447723388672,10776080000,0.0,0.0
2010-03-01,7.348214149475098,8.481429100036621,7.337500095367432,8.39285659790039,7.095764636993408,12154172800,0.0,0.0
2010-04-01,8.478928565979004,9.730713844299316,8.3125,9.3246431350708,7.883542537689209,12367129600,0.0,0.0
2010-05-01,9.422857284545898,9.567143440246582,7.1160712242126465,9.174285888671875,7.7564239501953125,18082654800,0.0,0.0
2010-06-01,9.274642944335938,9.964642524719238,8.649999618530273,8.983214378356934,7.594883918762207,16651252800,0.0,0.0
2010-07-01,9.08214282989502,9.499643325805664,8.557143211364746,9.1875,7.767597675323486,15669704400,0.0,0.0
2010-08-01,9.30142879486084,9.438570976257324,8.412857055664062,8.682143211364746,7.340341091156006,9589120800,0.0,0.0
2010-09-01,8.838213920593262,10.526070594787598,8.795714378356934,10.133929252624512,8.567758560180664,11849919200,0.0,0.0
2010-10-01,10.219642639160156,11.39285659790039,9.920356750488281,10.749285697937012,9.088013648986816,12234577600,0.0,0.0
2010-11-01,10.793571472167969,11.475000381469727,10.634285926818848,11.112500190734863,9.395094871520996,9508086000,0.0,0.0
2010-12-01,11.259642601013184,11.666428565979004,11.246070861816406,11.520000457763672,9.739614486694336,6973234800,0.0,0.0
2011-01-01,11.630000114440918,12.449999809265137,11.601428985595703,12.118571281433105,10.245680809020996,10841535600,0.0,0.0
2011-02-01,12.189286231994629,13.032142639160156,12.061429023742676,12.614643096923828,10.665081977844238,9295949600,0.0,0.0
2011-03-01,12.695357322692871,12.916786193847656,11.652142524719238,12.446785926818848,10.523168563842773,11306458800,0.0,0.0
2011-04-01,12.539643287658691,12.68321418762207,11.434286117553711,12.504643440246582,10.572086334228516,9253829200,0.0,0.0
2011-05-01,12.490714073181152,12.565357208251953,11.765000343322754,12.422499656677246,10.502633094787598,6912060400,0.0,0.0
2011-06-01,12.459643363952637,12.576070785522461,11.089285850524902,11.988213539123535,10.135468482971191,9263850400,0.0,0.0
2011-07-01,11.998213768005371,14.446429252624512,11.935713768005371,13.945713996887207,11.790441513061523,10653946800,0.0,0.0
2011-08-01,14.206428527832031,14.26785659790039,12.607856750488281,13.743928909301758,11.619840621948242,16142599200,0.0,0.0
2011-09-01,13.77928638458252,15.102143287658691,13.088570594787598,13.618571281433105,11.513858795166016,11977448000,0.0,0.0
2011-10-01,13.584643363952637,15.239286422729492,12.651429176330566,14.456428527832031,12.222225189208984,13141427600,0.0,0.0
2011-11-01,14.193214416503906,14.571429252624512,12.975713729858398,13.649999618530273,11.540430068969727,8963701600,0.0,0.0
2011-12-01,13.662142753601074,14.610357284545898,13.488571166992188,14.464285850524902,12.22886848449707,6306532400,0.0,0.0
2012-01-01,14.621429443359375,16.365713119506836,14.60714340209961,16.3028564453125,13.783294677734375,6859854400,0.0,0.0
2012-02-01,16.37178611755371,19.5575008392334,16.213571548461914,19.37285614013672,16.37883758544922,11368554400,0.0,0.0
2012-03-01,19.577499389648438,22.194643020629883,18.43642807006836,21.412500381469727,18.10325813293457,15584338000,0.0,0.0
2012-04-01,21.493928909301758,23.0,19.821428298950195,20.856428146362305,17.633127212524414,15598990400,0.0,0.0
2012-05-01,20.889286041259766,21.312856674194336,18.6492862701416,20.633214950561523,17.444408416748047,11106345600,0.0,0.0
2012-06-01,20.3271427154541,21.071428298950195,19.58928680419922,20.85714340209961,17.63372802734375,7855825600,0.0,0.0
2012-07-01,20.883214950561523,22.138214111328125,20.35714340209961,21.812856674194336,18.441736221313477,8909650400,0.0,0.0
2012-08-01,21.99678611755371,24.31678581237793,21.4375,23.75857162475586,20.086753845214844,8276206400,0.094643,0.0
2012-09-01,23.777143478393555,25.18107032775879,23.428571701049805,23.825000762939453,20.229394912719727,9199005200,0.0,0.0
2012-10-01,23.969999313354492,24.16964340209961,20.989286422729492,21.261428833007812,18.05271339416504,12142830000,0.0,0.0
2012-11-01,21.364999771118164,21.53571319580078,18.0625,20.902856826782227,17.74825668334961,12929851200,0.094643,0.0
2012-12-01,21.201786041259766,21.2353572845459,17.901071548461914,19.006071090698242,16.21143913269043,12132752800,0.0,0.0
2013-01-01,19.779285430908203,19.821428298950195,15.535714149475098,16.267499923706055,13.875540733337402,13123423600,0.0,0.0
2013-02-01,16.396785736083984,17.319286346435547,15.630714416503906,15.764286041259766,13.446314811706543,9344034000,0.094643,0.0
2013-03-01,15.64285659790039,16.7839298248291,14.964285850524902,15.809286117553711,13.563287734985352,9176876800,0.0,0.0
2013-04-01,15.782142639160156,15.901785850524902,13.753570556640625,15.813570976257324,13.566967964172363,10963489600,0.0,0.0
2013-05-01,15.873571395874023,16.633928298950195,14.960714340209961,16.061786651611328,13.779914855957031,9447530400,0.108929,0.0
2013-06-01,16.09749984741211,16.229642868041992,13.888214111328125,14.161786079406738,12.230267524719238,7018536000,0.0,0.0
2013-07-01,14.381786346435547,16.33357048034668,14.329285621643066,16.161785125732422,13.957491874694824,6538114800,0.0,0.0
2013-08-01,16.27678680419922,18.347856521606445,16.187856674194336,17.400714874267578,15.027442932128906,8058338400,0.108929,0.0
2013-09-01,17.610713958740234,18.139999389648438,15.972143173217773,17.02678680419922,14.80159854888916,8630941200,0.0,0.0
2013-10-01,17.087499618530273,19.258928298950195,17.08142852783203,18.667856216430664,16.22820472717285,7837732000,0.0,0.0
2013-11-01,18.71500015258789,19.940357208251953,18.299285888671875,19.859643936157227,17.26424217224121,5225155600,0.108929,0.0
2013-12-01,19.928571701049805,20.540714263916016,19.242856979370117,20.036428451538086,17.519622802734375,7057397200,0.0,0.0
2014-01-01,19.845714569091797,20.007143020629883,17.626785278320312,17.878570556640625,15.632811546325684,8765954400,0.0,0.0
2014-02-01,17.95035743713379,19.68535614013672,17.832143783569336,18.794286727905273,16.433509826660156,5880366800,0.108929,0.0
2014-03-01,18.693571090698242,19.60714340209961,18.671785354614258,19.169286727905273,16.86172866821289,5001698800,0.0,0.0
2014-04-01,19.205713272094727,21.408214569091797,18.26178550720215,21.074642181396484,18.537723541259766,6435060800,0.0,0.0
2014-05-01,21.14285659790039,23.006071090698242,20.726070404052734,22.60714340209961,19.885738372802734,5735668400,0.1175,0.0
2014-06-01,22.641429901123047,23.762500762939453,22.23214340209961,23.232500076293945,20.549962997436523,4827739200,0.0,7.0
2014-07-01,23.3799991607666,24.860000610351562,23.142499923706055,23.899999618530273,21.14039421081543,4140344000,0.0,0.0
2014-08-01,23.725000381469727,25.725000381469727,23.31999969482422,25.625,22.666213989257812,3748308000,0.1175,0.0
2014-09-01,25.764999389648438,25.934999465942383,24.03499984741211,25.1875,22.390056610107422,6105680000,0.0,0.0
2014-10-01,25.147499084472656,27.010000228881836,23.795000076293945,27.0,24.001249313354492,5441120800,0.0,0.0
2014-11-01,27.05500030517578,29.9375,26.93000030517578,29.732500076293945,26.430265426635742,3281632800,0.1175,0.0
2014-12-01,29.702499389648438,29.8125,26.565000534057617,27.594999313354492,24.63652801513672,4294378400,0.0,0.0
2015-01-01,27.84749984741211,30.0,26.157499313354492,29.290000915527344,26.14980697631836,5221053600,0.0,0.0
2015-02-01,29.512500762939453,33.400001525878906,29.020000457763672,32.1150016784668,28.671937942504883,4546140800,0.1175,0.0
2015-03-01,32.3125,32.56999969482422,30.407499313354492,31.107500076293945,27.882064819335938,4554568400,0.0,0.0
2015-04-01,31.204999923706055,33.6349983215332,30.774999618530273,31.287500381469727,28.043386459350586,3984542000,0.0,0.0
2015-05-01,31.524999618530273,33.24250030517578,30.84000015258789,32.56999969482422,29.192914962768555,3816608400,0.13,0.0
2015-06-01,32.56999969482422,32.84749984741211,31.1200008392334,31.357500076293945,28.223539352416992,3514426800,0.0,0.0
2015-07-01,31.725000381469727,33.24250030517578,29.80500030517578,30.325000762939453,27.294231414794922,4233122400,0.0,0.0
2015-08-01,30.375,30.642499923706055,23.0,28.190000534057617,25.37260627746582,6427276400,0.13,0.0
2015-09-01,27.537500381469727,29.22249984741211,26.84000015258789,27.575000762939453,24.931415557861328,4826189200,0.0,0.0
2015-10-01,27.267499923706055,30.30500030517578,26.827499389648438,29.875,27.010921478271484,4450048400,0.0,0.0
2015-11-01,30.200000762939453,30.954999923706055,27.75,29.575000762939453,26.739673614501953,3002562400,0.13,0.0
2015-12-01,29.6875,29.96500015258789,26.204999923706055,26.315000534057617,23.894054412841797,3687660800,0.0,0.0
2016-01-01,25.65250015258789,26.462499618530273,23.09749984741211,24.334999084472656,22.096206665039062,5087392000,0.0,0.0
2016-02-01,24.11750030517578,24.72249984741211,23.147499084472656,24.172500610351562,21.948657989501953,3243450400,0.13,0.0
2016-03-01,24.412500381469727,27.604999542236328,24.354999542236328,27.247499465942383,24.87501335144043,2984198400,0.0,0.0
2016-04-01,27.19499969482422,28.09749984741211,23.127500534057617,23.434999465942383,21.394472122192383,3489534800,0.0,0.0
2016-05-01,23.49250030517578,25.1825008392334,22.36750030517578,24.96500015258789,22.791250228881836,3602686000,0.1425,0.0
2016-06-01,24.7549991607666,25.47249984741211,22.875,23.899999618530273,21.95182991027832,3117990800,0.0,0.0
2016-07-01,23.872499465942383,26.137500762939453,23.592500686645508,26.052499771118164,23.92887306213379,2743118400,0.0,0.0
2016-08-01,26.102500915527344,27.5575008392334,26.0,26.524999618530273,24.362855911254883,2520514000,0.1425,0.0
2016-09-01,26.53499984741211,29.045000076293945,25.63249969482422,28.262500762939453,26.09935188293457,3872062400,0.0,0.0
2016-10-01,28.177499771118164,29.672500610351562,28.06999969482422,28.385000228881836,26.212474822998047,2747657200,0.0,0.0
2016-11-01,28.364999771118164,28.4424991607666,26.020000457763672,27.6299991607666,25.515262603759766,2886220000,0.1425,0.0
2016-12-01,27.592500686645508,29.5049991607666,27.0625,28.954999923706055,26.876131057739258,2435086800,0.0,0.0
2017-01-01,28.950000762939453,30.610000610351562,28.690000534057617,30.337499618530273,28.159372329711914,2252488000,0.0,0.0
2017-02-01,31.75749969482422,34.369998931884766,31.752500534057617,34.247501373291016,31.788650512695312,2299874400,0.1425,0.0
2017-03-01,34.47249984741211,36.125,34.26250076293945,35.915000915527344,33.480960845947266,2246513600,0.0,0.0
2017-04-01,35.9275016784668,36.3650016784668,35.01499938964844,35.912498474121094,33.47861862182617,1493216400,0.0,0.0
2017-05-01,36.275001525878906,39.162498474121094,36.067501068115234,38.189998626708984,35.601776123046875,2615927200,0.1575,0.0
2017-06-01,38.29249954223633,38.994998931884766,35.54999923706055,36.005001068115234,33.703399658203125,2736712400,0.0,0.0
2017-07-01,36.220001220703125,38.497501373291016,35.602500915527344,37.182498931884766,34.80562973022461,1688047600,0.0,0.0
2017-08-01,37.275001525878906,41.130001068115234,37.102500915527344,41.0,38.37910079956055,2644276000,0.1575,0.0
2017-09-01,41.20000076293945,41.23500061035156,37.290000915527344,38.529998779296875,36.2086296081543,2721496400,0.0,0.0
2017-10-01,38.564998626708984,42.412498474121094,38.1150016784668,42.2599983215332,39.71390914916992,2017165200,0.0,0.0
2017-11-01,42.467498779296875,44.060001373291016,41.31999969482422,42.962501525878906,40.374080657958984,2402653600,0.1575,0.0
2017-12-01,42.48749923706055,44.29999923706055,41.6150016784668,42.307498931884766,39.90147399902344,2124735200,0.0,0.0
2018-01-01,42.540000915527344,45.025001525878906,41.17499923706055,41.85749816894531,39.47705078125,2638717600,0.0,0.0
2018-02-01,41.79249954223633,45.154998779296875,37.560001373291016,44.529998779296875,41.9975700378418,3711577200,0.1575,0.0
2018-03-01,44.6349983215332,45.875,41.23500061035156,41.94499969482422,39.72087097167969,2854910800,0.0,0.0
2018-04-01,41.65999984741211,44.73500061035156,40.157501220703125,41.314998626708984,39.12428283691406,2664617200,0.0,0.0
2018-05-01,41.602500915527344,47.592498779296875,41.317501068115234,46.717498779296875,44.24031448364258,2483905200,0.1825,0.0
2018-06-01,46.997501373291016,48.54999923706055,45.182498931884766,46.27750015258789,43.99264144897461,2110498000,0.0,0.0
2018-07-01,45.95500183105469,48.9900016784668,45.85499954223633,47.5724983215332,45.22369384765625,1574765600,0.0,0.0
2018-08-01,49.782501220703125,57.217498779296875,49.32749938964844,56.907501220703125,54.09779739379883,2801275600,0.1825,0.0
2018-09-01,57.102500915527344,57.41749954223633,53.82500076293945,56.435001373291016,53.836769104003906,2715888000,0.0,0.0
2018-10-01,56.98749923706055,58.36750030517578,51.522499084472656,54.71500015258789,52.195960998535156,3158994000,0.0,0.0
2018-11-01,54.76250076293945,55.59000015258789,42.564998626708984,44.64500045776367,42.58958053588867,3845305600,0.1825,0.0
2018-12-01,46.1150016784668,46.23500061035156,36.647499084472656,39.435001373291016,37.750709533691406,3595690000,0.0,0.0
2019-01-01,38.72249984741211,42.25,35.5,41.61000061035156,39.832801818847656,3312349600,0.0,0.0
2019-02-01,41.7400016784668,43.967498779296875,41.48249816894531,43.287498474121094,41.43866729736328,1890162400,0.1825,0.0
2019-03-01,43.56999969482422,49.42250061035156,42.375,47.48749923706055,45.65423583984375,2603925600,0.0,0.0
2019-04-01,47.90999984741211,52.119998931884766,47.095001220703125,50.16749954223633,48.230770111083984,2024470800,0.0,0.0
2019-05-01,52.470001220703125,53.82749938964844,43.747501373291016,43.76750183105469,42.07784652709961,2957826400,0.1925,0.0
2019-06-01,43.900001525878906,50.39250183105469,42.567501068115234,49.47999954223633,47.75301742553711,2060874800,0.0,0.0
2019-07-01,50.79249954223633,55.342498779296875,49.602500915527344,53.2599983215332,51.40107345581055,1895406800,0.0,0.0
2019-08-01,53.474998474121094,54.50749969482422,48.14500045776367,52.185001373291016,50.363590240478516,2724326400,0.1925,0.0
2019-09-01,51.60749816894531,56.60499954223633,51.05500030517578,55.99250030517578,54.24352264404297,2170268400,0.0,0.0
2019-10-01,56.26750183105469,62.4375,53.782501220703125,62.189998626708984,60.2474365234375,2433210800,0.0,0.0
2019-11-01,62.3849983215332,67.0,62.290000915527344,66.8125,64.72554779052734,1793326000,0.1925,0.0
2019-12-01,66.81749725341797,73.49250030517578,64.07250213623047,73.4124984741211,71.33291625976562,2388794800,0.0,0.0
2020-01-01,74.05999755859375,81.9625015258789,73.1875,77.37750244140625,75.18557739257812,2934370400,0.0,0.0
2020-02-01,76.07499694824219,81.80500030517578,64.09249877929688,68.33999633789062,66.40410614013672,3019279200,0.1925,0.0
2020-03-01,70.56999969482422,76.0,53.15250015258789,63.5724983215332,61.91825485229492,6280072400,0.0,0.0
2020-04-01,61.625,73.63249969482422,59.224998474121094,73.44999694824219,71.53874206542969,3265299200,0.0,0.0
2020-05-01,71.5625,81.05999755859375,71.4625015258789,79.48500061035156,77.41669464111328,2805936000,0.205,0.0
2020-06-01,79.4375,93.09500122070312,79.30249786376953,91.19999694824219,89.06730651855469,3243375600,0.0,0.0
2020-07-01,91.27999877929688,106.41500091552734,89.1449966430664,106.26000213623047,103.77513122558594,3020283200,0.0,0.0
2020-08-01,108.19999694824219,131.0,107.89250183105469,129.0399932861328,126.02242279052734,4070061100,0.205,4.0
2020-09-01,132.75999450683594,137.97999572753906,103.0999984741211,115.80999755859375,113.30572509765625,3885245100,0.0,0.0
2020-10-01,117.63999938964844,125.38999938964844,107.72000122070312,108.86000061035156,106.50601196289062,2894666500,0.0,0.0
2020-11-01,109.11000061035156,121.98999786376953,107.31999969482422,119.05000305175781,116.47566986083984,2123077300,0.205,0.0
2020-12-01,121.01000213623047,138.7899932861328,120.01000213623047,132.69000244140625,130.044677734375,2322189600,0.0,0.0
2021-01-01,133.52000427246094,145.08999633789062,126.37999725341797,131.9600067138672,129.32923889160156,2240262000,0.0,0.0
2021-02-01,133.75,137.8800048828125,118.38999938964844,121.26000213623047,118.8425521850586,1833855600,0.205,0.0
2021-03-01,123.75,128.72000122070312,116.20999908447266,122.1500015258789,119.8936996459961,2650418200,0.0,0.0
2021-04-01,123.66000366210938,137.07000732421875,122.48999786376953,131.4600067138672,129.03172302246094,1889857500,0.0,0.0
2021-05-01,132.0399932861328,134.07000732421875,122.25,124.61000061035156,122.3082504272461,1711934900,0.22,0.0
2021-06-01,125.08000183105469,137.41000366210938,123.12999725341797,136.9600067138672,134.658447265625,1606590000,0.0,0.0
2021-07-01,136.60000610351562,150.0,135.75999450683594,145.86000061035156,143.40892028808594,1919035100,0.0,0.0
2021-08-01,146.36000061035156,153.49000549316406,144.5,151.8300018310547,149.27857971191406,1461542800,0.22,0.0
2021-09-01,152.8300018310547,157.25999450683594,141.27000427246094,141.5,139.3306121826172,1797835100,0.0,0.0
2021-10-01,141.89999389648438,153.1699981689453,138.27000427246094,149.8000030517578,147.50338745117188,1565079200,0.0,0.0
2021-11-01,148.99000549316406,165.6999969482422,147.47999572753906,165.3000030517578,162.76571655273438,1691029000,0.22,0.0
2021-12-01,167.47999572753906,182.1300048828125,157.8000030517578,177.57000732421875,175.10279846191406,2444766700,0.0,0.0
2022-01-01,177.8300018310547,182.94000244140625,154.6999969482422,174.77999877929688,172.3515625,2108446000,0.0,0.0
2022-02-01,174.00999450683594,176.64999389648438,152.0,165.1199951171875,162.82579040527344,1627516300,0.22,0.0
2022-03-01,164.6999969482422,179.61000061035156,150.10000610351562,174.61000061035156,172.4033203125,2180800100,0.0,0.0
2022-04-01,174.02999877929688,178.49000549316406,155.3800048828125,157.64999389648438,155.6576385498047,1687795600,0.0,0.0
2022-05-01,156.7100067138672,166.47999572753906,132.61000061035156,148.83999633789062,146.958984375,2401040300,0.23,0.0
2022-06-01,149.89999389648438,151.74000549316406,129.0399932861328,136.72000122070312,135.19049072265625,1749099800,0.0,0.0
2022-07-01,136.0399932861328,163.6300048828125,135.66000366210938,162.50999450683594,160.69195556640625,1447125400,0.0,0.0
2022-08-01,161.00999450683594,176.14999389648438,157.13999938964844,157.22000122070312,155.46115112304688,1510239600,0.23,0.0
2022-09-01,156.63999938964844,164.25999450683594,138.0,138.1999969482422,136.84376525878906,2084722800,0.0,0.0
2022-10-01,138.2100067138672,157.5,134.3699951171875,153.33999633789062,151.83517456054688,1868139700,0.0,0.0
2022-11-01,155.0800018310547,155.4499969482422,134.3800048828125,148.02999877929688,146.57730102539062,1724847700,0.23,0.0
2022-12-01,148.2100067138672,150.9199981689453,125.87000274658203,129.92999267578125,128.8683319091797,1675731200,0.0,0.0
2023-01-01,130.27999877929688,147.22999572753906,124.16999816894531,144.2899932861328,143.1110076904297,1443652500,0.0,0.0
2023-02-01,143.97000122070312,157.3800048828125,141.32000732421875,147.41000366210938,146.20550537109375,1307198900,0.23,0.0
2023-03-01,146.8300018310547,165.0,143.89999389648438,164.89999389648438,163.8023223876953,1520266600,0.0,0.0
2023-04-01,164.27000427246094,169.85000610351562,159.77999877929688,169.67999267578125,168.5504913330078,969709700,0.0,0.0
